epoch,step,train_acc,train_loss,val_acc,val_loss
124,4624,0.6946826577186584,0.604158341884613,,
125,4661,,,0.6575342416763306,0.6672154664993286
125,4661,0.7101200819015503,0.5944250822067261,,
126,4698,,,0.7123287916183472,0.6650477051734924
126,4698,0.6895368695259094,0.5995322465896606,,
127,4735,,,0.6849315166473389,0.6646288633346558
127,4735,0.7169811129570007,0.5921748876571655,,
128,4772,,,0.6849315166473389,0.6725088953971863
128,4772,0.687821626663208,0.599248468875885,,
129,4809,,,0.6438356041908264,0.6659373641014099
129,4809,0.6963979601860046,0.5938937664031982,,
130,4846,,,0.6849315166473389,0.6676673293113708
130,4846,0.6946826577186584,0.5969007611274719,,
131,4883,,,0.6301369667053223,0.6701236963272095
131,4883,0.6603773832321167,0.6136235594749451,,
132,4920,,,0.6575342416763306,0.6757678985595703
132,4920,0.7032589912414551,0.5899922251701355,,
133,4957,,,0.6164383292198181,0.6828873753547668
133,4957,0.6792452931404114,0.6143575310707092,,
134,4994,,,0.6164383292198181,0.6925286054611206
134,4994,0.682675838470459,0.6149412393569946,,
135,5031,,,0.6301369667053223,0.6884523034095764
135,5031,0.7135506272315979,0.5997380614280701,,
136,5068,,,0.6164383292198181,0.6873073577880859
136,5068,0.7101200819015503,0.5958736538887024,,
137,5105,,,0.6301369667053223,0.6905384063720703
137,5105,0.7135506272315979,0.5898484587669373,,
138,5142,,,0.6438356041908264,0.6874109506607056
138,5142,0.7409948706626892,0.5746892094612122,,
139,5179,,,0.6301369667053223,0.6909105777740479
139,5179,0.7204116582870483,0.5863357782363892,,
140,5216,,,0.6164383292198181,0.6889773607254028
140,5216,0.7221269011497498,0.5850071907043457,,
141,5253,,,0.6438356041908264,0.6958386301994324
141,5253,0.7461406588554382,0.5683210492134094,,
142,5290,,,0.6301369667053223,0.6942979097366333
142,5290,0.7186964154243469,0.5860933661460876,,
143,5327,,,0.5479452013969421,0.6943892240524292
143,5327,0.7169811129570007,0.5874679088592529,,
144,5364,,,0.6301369667053223,0.6726059317588806
144,5364,0.6946826577186584,0.597364604473114,,
145,5401,,,0.5479452013969421,0.6924211978912354
145,5401,0.7135506272315979,0.5938113927841187,,
146,5438,,,0.6164383292198181,0.6701993942260742
146,5438,0.6740995049476624,0.6102356910705566,,
147,5475,,,0.6438356041908264,0.6651809811592102
147,5475,0.7204116582870483,0.5908843874931335,,
148,5512,,,0.6438356041908264,0.6644838452339172
148,5512,0.6998284459114075,0.5938017964363098,,
149,5549,,,0.6438356041908264,0.6663589477539062
149,5549,0.6895368695259094,0.593216598033905,,
150,5586,,,0.6575342416763306,0.6679621338844299
150,5586,0.728987991809845,0.5874413847923279,,
151,5623,,,0.6301369667053223,0.6812036633491516
151,5623,0.7066895365715027,0.5783921480178833,,
152,5660,,,0.5890411138534546,0.7018892168998718
152,5660,0.7152658700942993,0.5839000940322876,,
153,5697,,,0.6301369667053223,0.6726407408714294
153,5697,0.7084047794342041,0.5817545056343079,,
154,5734,,,0.6027397513389587,0.6896366477012634
154,5734,0.7186964154243469,0.5919831991195679,,
155,5771,,,0.6164383292198181,0.6910935640335083
155,5771,0.7204116582870483,0.5782842040061951,,
156,5808,,,0.5890411138534546,0.6861045360565186
156,5808,0.6998284459114075,0.5922453999519348,,
157,5845,,,0.6164383292198181,0.680965006351471
157,5845,0.7049742937088013,0.5796211361885071,,
158,5882,,,0.6438356041908264,0.678527295589447
158,5882,0.723842203617096,0.5773124098777771,,
159,5919,,,0.6438356041908264,0.678285539150238
159,5919,0.7186964154243469,0.5875333547592163,,
160,5956,,,0.6575342416763306,0.6826164126396179
160,5956,0.7427101135253906,0.5605069994926453,,
161,5993,,,0.5479452013969421,0.689838171005249
161,5993,0.7427101135253906,0.5600405931472778,,
162,6030,,,0.6438356041908264,0.7015259861946106
162,6030,0.7186964154243469,0.5799813270568848,,
163,6067,,,0.5890411138534546,0.6820007562637329
163,6067,0.7135506272315979,0.5738317370414734,,
164,6104,,,0.534246563911438,0.7058386206626892
164,6104,0.739279568195343,0.5611583590507507,,
165,6141,,,0.6301369667053223,0.6689192056655884
165,6141,0.7204116582870483,0.5866615176200867,,
166,6178,,,0.6301369667053223,0.6557162404060364
166,6178,0.7461406588554382,0.5719895362854004,,
167,6215,,,0.6301369667053223,0.6533806324005127
167,6215,0.7221269011497498,0.5740005373954773,,
168,6252,,,0.6301369667053223,0.6534879207611084
168,6252,0.7461406588554382,0.5659009218215942,,
169,6289,,,0.6164383292198181,0.6519139409065247
169,6289,0.7255574464797974,0.5771303772926331,,
170,6326,,,0.6301369667053223,0.6573202013969421
170,6326,0.7495712041854858,0.5693692564964294,,
171,6363,,,0.5890411138534546,0.6691862940788269
171,6363,0.7409948706626892,0.5581165552139282,,
172,6400,,,0.6712328791618347,0.6503857374191284
172,6400,0.7375643253326416,0.5701889395713806,,
173,6437,,,0.6712328791618347,0.6467288732528687
173,6437,0.7152658700942993,0.5810905694961548,,
174,6474,,,0.4794520437717438,0.7336797714233398
174,6474,0.734133780002594,0.5669711828231812,,
175,6511,,,0.5890411138534546,0.6933947801589966
175,6511,0.7152658700942993,0.5774815678596497,,
176,6548,,,0.5068492889404297,0.7024368643760681
176,6548,0.7427101135253906,0.5650128126144409,,
177,6585,,,0.5479452013969421,0.6921225786209106
177,6585,0.7409948706626892,0.5552156567573547,,
178,6622,,,0.5068492889404297,0.7154076099395752
178,6622,0.7324185371398926,0.562652051448822,,
179,6659,,,0.5205479264259338,0.7124886512756348
179,6659,0.6998284459114075,0.5878393650054932,,
180,6696,,,0.534246563911438,0.7095443606376648
180,6696,0.723842203617096,0.5772238373756409,,
181,6733,,,0.5753424763679504,0.7037454843521118
181,6733,0.7632933259010315,0.545066237449646,,
182,6770,,,0.5753424763679504,0.6930500268936157
182,6770,0.744425356388092,0.5637935400009155,,
183,6807,,,0.6027397513389587,0.7020425200462341
183,6807,0.7307032346725464,0.5650590062141418,,
184,6844,,,0.5890411138534546,0.71830815076828
184,6844,0.7358490824699402,0.5716588497161865,,
185,6881,,,0.534246563911438,0.6799753904342651
185,6881,0.7461406588554382,0.5635225176811218,,
186,6918,,,0.5890411138534546,0.6816492080688477
186,6918,0.7324185371398926,0.56807941198349,,
187,6955,,,0.5616438388824463,0.6846498847007751
187,6955,0.7358490824699402,0.5618706941604614,,
188,6992,,,0.5753424763679504,0.7132694721221924
188,6992,0.7512864470481873,0.5582640171051025,,
189,7029,,,0.5753424763679504,0.7264300584793091
189,7029,0.7135506272315979,0.5735549926757812,,
190,7066,,,0.6575342416763306,0.7020803689956665
190,7066,0.7564322352409363,0.5590758323669434,,
191,7103,,,0.6712328791618347,0.7004981637001038
191,7103,0.7530016899108887,0.5395693778991699,,
192,7140,,,0.6575342416763306,0.7049698829650879
192,7140,0.7427101135253906,0.5581772923469543,,
193,7177,,,0.6027397513389587,0.6784302592277527
193,7177,0.7186964154243469,0.5648313164710999,,
194,7214,,,0.5753424763679504,0.6762987375259399
194,7214,0.7427101135253906,0.5649670958518982,,
195,7251,,,0.5479452013969421,0.7173260450363159
195,7251,0.7581475377082825,0.5620002150535583,,
196,7288,,,0.4931506812572479,0.7855508923530579
196,7288,0.7461406588554382,0.5663473606109619,,
197,7325,,,0.5890411138534546,0.7248654961585999
197,7325,0.7512864470481873,0.5553431510925293,,
198,7362,,,0.5616438388824463,0.7225719094276428
198,7362,0.7461406588554382,0.5539905428886414,,
199,7399,,,0.5616438388824463,0.7200451493263245
199,7399,0.7427101135253906,0.5549207329750061,,
