epoch,step,train_acc,train_loss,val_acc,val_loss
77,2885,0.9811320900917053,0.2841472625732422,,
78,2922,,,0.42465752363204956,1.5454515218734741
78,2922,0.9794167876243591,0.2874288260936737,,
79,2959,,,0.5068492889404297,1.806805968284607
79,2959,0.9794167876243591,0.2907731831073761,,
80,2996,,,0.5479452013969421,2.303784132003784
80,2996,0.9759863018989563,0.2921926975250244,,
81,3033,,,0.4931506812572479,1.9311223030090332
81,3033,0.9502573013305664,0.31281185150146484,,
82,3070,,,0.45205479860305786,1.5384178161621094
82,3070,0.953687846660614,0.3225939869880676,,
83,3107,,,0.5205479264259338,1.5491485595703125
83,3107,0.9674099683761597,0.3047015368938446,,
84,3144,,,0.5068492889404297,1.4902164936065674
84,3144,0.9656946659088135,0.30125880241394043,,
85,3181,,,0.465753436088562,1.5390883684158325
85,3181,0.9742709994316101,0.2950563132762909,,
86,3218,,,0.4383561611175537,1.5553433895111084
86,3218,0.9828473329544067,0.2922315001487732,,
87,3255,,,0.45205479860305786,1.6089937686920166
87,3255,0.9879931211471558,0.282190203666687,,
88,3292,,,0.45205479860305786,1.525330901145935
88,3292,0.9914236664772034,0.2794279158115387,,
89,3329,,,0.465753436088562,1.5249751806259155
89,3329,0.9879931211471558,0.2821912169456482,,
90,3366,,,0.465753436088562,2.1873693466186523
90,3366,0.9811320900917053,0.28909119963645935,,
91,3403,,,0.5205479264259338,1.8017828464508057
91,3403,0.9622641801834106,0.30082428455352783,,
92,3440,,,0.4931506812572479,1.5322988033294678
92,3440,0.9451115131378174,0.32527971267700195,,
93,3477,,,0.4794520437717438,1.5756717920303345
93,3477,0.9571183323860168,0.3161189556121826,,
94,3514,,,0.4931506812572479,1.6453759670257568
94,3514,0.958833634853363,0.3221387565135956,,
95,3551,,,0.5068492889404297,1.4995521306991577
95,3551,0.9708404541015625,0.3029702305793762,,
96,3588,,,0.465753436088562,1.5493137836456299
96,3588,0.9914236664772034,0.283010333776474,,
97,3625,,,0.465753436088562,1.578020691871643
97,3625,0.9879931211471558,0.27974024415016174,,
98,3662,,,0.4794520437717438,1.4819402694702148
98,3662,0.989708423614502,0.2805160880088806,,
99,3699,,,0.4931506812572479,1.5267454385757446
99,3699,0.994854211807251,0.2760184109210968,,
100,3736,,,0.5205479264259338,1.7939223051071167
100,3736,0.9828473329544067,0.2932930290699005,,
101,3773,,,0.4931506812572479,1.6485852003097534
101,3773,0.9742709994316101,0.30045589804649353,,
102,3810,,,0.5205479264259338,1.9507427215576172
102,3810,0.9571183323860168,0.31266871094703674,,
103,3847,,,0.534246563911438,1.6276702880859375
103,3847,0.9554030895233154,0.32415348291397095,,
104,3884,,,0.45205479860305786,1.4263490438461304
104,3884,0.9622641801834106,0.31956061720848083,,
105,3921,,,0.4383561611175537,1.6394051313400269
105,3921,0.9828473329544067,0.2931945025920868,,
106,3958,,,0.4383561611175537,1.5273170471191406
106,3958,0.9862778782844543,0.2939123213291168,,
107,3995,,,0.45205479860305786,1.5084128379821777
107,3995,0.9914236664772034,0.277290403842926,,
108,4032,,,0.4383561611175537,1.531245231628418
108,4032,0.9879931211471558,0.2775335907936096,,
109,4069,,,0.4383561611175537,1.592517375946045
109,4069,0.9931389093399048,0.28561922907829285,,
110,4106,,,0.534246563911438,1.9414279460906982
110,4106,0.9862778782844543,0.27586084604263306,,
111,4143,,,0.465753436088562,1.6506887674331665
111,4143,0.9725557565689087,0.29577523469924927,,
112,4180,,,0.5068492889404297,1.8229029178619385
112,4180,0.953687846660614,0.31196466088294983,,
113,4217,,,0.4383561611175537,1.6841508150100708
113,4217,0.9331046342849731,0.3313954472541809,,
114,4254,,,0.4383561611175537,1.6077197790145874
114,4254,0.9554030895233154,0.3348097503185272,,
115,4291,,,0.4931506812572479,1.6416239738464355
115,4291,0.9622641801834106,0.31444182991981506,,
116,4328,,,0.465753436088562,1.544378638267517
116,4328,0.9725557565689087,0.31052011251449585,,
117,4365,,,0.465753436088562,1.5708694458007812
117,4365,0.9845626354217529,0.2904805541038513,,
118,4402,,,0.45205479860305786,1.632788896560669
118,4402,0.9828473329544067,0.2829539477825165,,
119,4439,,,0.4383561611175537,1.5156586170196533
119,4439,0.9931389093399048,0.27955010533332825,,
120,4476,,,0.5205479264259338,1.646289348602295
120,4476,0.9931389093399048,0.27515023946762085,,
121,4513,,,0.5205479264259338,2.214493989944458
121,4513,0.9708404541015625,0.3018219769001007,,
122,4550,,,0.45205479860305786,1.6226725578308105
122,4550,0.953687846660614,0.3149825930595398,,
123,4587,,,0.5068492889404297,1.7864563465118408
123,4587,0.9674099683761597,0.30932536721229553,,
124,4624,,,0.5068492889404297,1.567496418952942
124,4624,0.9656946659088135,0.31244874000549316,,
125,4661,,,0.465753436088562,1.520531177520752
125,4661,0.9742709994316101,0.2996143400669098,,
126,4698,,,0.42465752363204956,1.6427249908447266
126,4698,0.9794167876243591,0.2871479094028473,,
127,4735,,,0.45205479860305786,1.6165419816970825
127,4735,0.989708423614502,0.2773285508155823,,
128,4772,,,0.45205479860305786,1.615746021270752
128,4772,0.989708423614502,0.2800627052783966,,
129,4809,,,0.465753436088562,1.5557090044021606
129,4809,0.9845626354217529,0.27836737036705017,,
130,4846,,,0.5068492889404297,1.7159467935562134
130,4846,0.9656946659088135,0.29989543557167053,,
131,4883,,,0.5068492889404297,1.6392065286636353
131,4883,0.9708404541015625,0.2998550534248352,,
132,4920,,,0.45205479860305786,1.5619902610778809
132,4920,0.9622641801834106,0.2962409257888794,,
133,4957,,,0.4931506812572479,1.8838603496551514
133,4957,0.958833634853363,0.313694030046463,,
134,4994,,,0.465753436088562,1.755805492401123
134,4994,0.9622641801834106,0.30793341994285583,,
135,5031,,,0.4931506812572479,1.9216059446334839
135,5031,0.9468267560005188,0.3293304741382599,,
136,5068,,,0.4383561611175537,1.5980778932571411
136,5068,0.9777015447616577,0.2978239357471466,,
137,5105,,,0.42465752363204956,1.637893795967102
137,5105,0.989708423614502,0.27530521154403687,,
138,5142,,,0.42465752363204956,1.6895612478256226
138,5142,0.9879931211471558,0.27666130661964417,,
139,5179,,,0.4383561611175537,1.6652750968933105
139,5179,0.9862778782844543,0.2794787287712097,,
140,5216,,,0.42465752363204956,1.673105001449585
140,5216,0.9811320900917053,0.28964266180992126,,
141,5253,,,0.5205479264259338,1.7582424879074097
141,5253,0.9794167876243591,0.2851773202419281,,
142,5290,,,0.465753436088562,1.5974175930023193
142,5290,0.9777015447616577,0.2913646697998047,,
143,5327,,,0.465753436088562,2.182995080947876
143,5327,0.9742709994316101,0.293123722076416,,
144,5364,,,0.4794520437717438,1.8571572303771973
144,5364,0.958833634853363,0.31950441002845764,,
145,5401,,,0.465753436088562,1.893968105316162
145,5401,0.958833634853363,0.3221995234489441,,
146,5438,,,0.465753436088562,1.5560963153839111
146,5438,0.958833634853363,0.324241042137146,,
147,5475,,,0.45205479860305786,1.6605942249298096
147,5475,0.9777015447616577,0.2977321445941925,,
148,5512,,,0.4383561611175537,1.638418436050415
148,5512,0.9777015447616577,0.29080185294151306,,
149,5549,,,0.42465752363204956,1.626020073890686
149,5549,0.9914236664772034,0.28398290276527405,,
150,5586,,,0.465753436088562,1.6142433881759644
150,5586,0.9879931211471558,0.2852129638195038,,
151,5623,,,0.4383561611175537,1.5982877016067505
151,5623,0.9914236664772034,0.27877071499824524,,
152,5660,,,0.4931506812572479,1.9093061685562134
152,5660,0.9794167876243591,0.2910780608654022,,
153,5697,,,0.4931506812572479,1.7275259494781494
153,5697,0.958833634853363,0.33139556646347046,,
154,5734,,,0.4931506812572479,1.558253288269043
154,5734,0.9519725441932678,0.3237733840942383,,
155,5771,,,0.4931506812572479,1.7272472381591797
155,5771,0.9571183323860168,0.3181832432746887,,
156,5808,,,0.4931506812572479,1.4840638637542725
156,5808,0.9674099683761597,0.312682569026947,,
157,5845,,,0.45205479860305786,1.5858194828033447
157,5845,0.9794167876243591,0.2984888553619385,,
158,5882,,,0.4931506812572479,1.5728179216384888
158,5882,0.9862778782844543,0.27804479002952576,,
159,5919,,,0.4794520437717438,1.5671119689941406
159,5919,0.9708404541015625,0.31656473875045776,,
160,5956,,,0.4383561611175537,1.5733578205108643
160,5956,0.994854211807251,0.2772803008556366,,
161,5993,,,0.4931506812572479,1.5440915822982788
161,5993,0.9965694546699524,0.27167224884033203,,
162,6030,,,0.45205479860305786,1.6579025983810425
162,6030,0.9828473329544067,0.2787041962146759,,
163,6067,,,0.465753436088562,1.978425145149231
163,6067,0.9742709994316101,0.30114102363586426,,
164,6104,,,0.465753436088562,1.7014610767364502
164,6104,0.9554030895233154,0.3196074664592743,,
165,6141,,,0.4383561611175537,1.8368983268737793
165,6141,0.9502573013305664,0.3292272388935089,,
166,6178,,,0.4931506812572479,1.565610408782959
166,6178,0.9433962106704712,0.3307770788669586,,
167,6215,,,0.4383561611175537,1.5891786813735962
167,6215,0.9691252112388611,0.3067401647567749,,
168,6252,,,0.4383561611175537,1.5778803825378418
168,6252,0.9691252112388611,0.30091309547424316,,
169,6289,,,0.45205479860305786,1.6763250827789307
169,6289,0.9828473329544067,0.2924906313419342,,
170,6326,,,0.45205479860305786,1.583385705947876
170,6326,0.989708423614502,0.2884119749069214,,
171,6363,,,0.5068492889404297,1.5723211765289307
171,6363,0.9914236664772034,0.2752768099308014,,
172,6400,,,0.465753436088562,1.6370314359664917
172,6400,0.9794167876243591,0.2865951359272003,,
173,6437,,,0.465753436088562,1.6518954038619995
173,6437,0.9794167876243591,0.2940291464328766,,
174,6474,,,0.5068492889404297,1.7873942852020264
174,6474,0.9725557565689087,0.3098642826080322,,
175,6511,,,0.42465752363204956,1.9743366241455078
175,6511,0.9571183323860168,0.3266846835613251,,
176,6548,,,0.4931506812572479,1.9344072341918945
176,6548,0.9674099683761597,0.31224682927131653,,
177,6585,,,0.42465752363204956,1.5732812881469727
177,6585,0.9742709994316101,0.3019797205924988,,
178,6622,,,0.465753436088562,1.578300952911377
178,6622,0.9914236664772034,0.28071895241737366,,
179,6659,,,0.45205479860305786,1.709916353225708
179,6659,0.9828473329544067,0.2889973521232605,,
180,6696,,,0.45205479860305786,1.6856507062911987
180,6696,0.9811320900917053,0.2865191400051117,,
181,6733,,,0.45205479860305786,1.5862704515457153
181,6733,0.989708423614502,0.2776820659637451,,
182,6770,,,0.45205479860305786,1.7147034406661987
182,6770,0.9931389093399048,0.26802411675453186,,
183,6807,,,0.465753436088562,1.6400107145309448
183,6807,0.9725557565689087,0.2900342345237732,,
184,6844,,,0.465753436088562,1.821325421333313
184,6844,0.9656946659088135,0.3070199191570282,,
185,6881,,,0.5205479264259338,1.528876781463623
185,6881,0.9656946659088135,0.32037580013275146,,
186,6918,,,0.4794520437717438,1.766125202178955
186,6918,0.9468267560005188,0.3321269452571869,,
187,6955,,,0.42465752363204956,1.6432108879089355
187,6955,0.9708404541015625,0.30609843134880066,,
188,6992,,,0.4109589159488678,1.7002016305923462
188,6992,0.989708423614502,0.28599438071250916,,
189,7029,,,0.42465752363204956,1.9309337139129639
189,7029,0.9862778782844543,0.2888651490211487,,
190,7066,,,0.42465752363204956,1.7020660638809204
190,7066,0.9811320900917053,0.2775235176086426,,
191,7103,,,0.4383561611175537,1.7374835014343262
191,7103,0.989708423614502,0.27096524834632874,,
192,7140,,,0.4383561611175537,1.7210665941238403
192,7140,0.9811320900917053,0.2814594805240631,,
193,7177,,,0.45205479860305786,1.8878769874572754
193,7177,0.9794167876243591,0.2930851876735687,,
194,7214,,,0.42465752363204956,1.8853036165237427
194,7214,0.9605488777160645,0.32047998905181885,,
195,7251,,,0.4794520437717438,1.642601490020752
195,7251,0.953687846660614,0.3194114565849304,,
196,7288,,,0.4109589159488678,1.6094837188720703
196,7288,0.953687846660614,0.32903096079826355,,
197,7325,,,0.45205479860305786,1.6194190979003906
197,7325,0.9674099683761597,0.30926695466041565,,
198,7362,,,0.45205479860305786,1.6955163478851318
198,7362,0.9828473329544067,0.28809505701065063,,
199,7399,,,0.45205479860305786,1.7145347595214844
199,7399,0.9845626354217529,0.2814643681049347,,
